sentence,label,id,index
"""This film is slow. This film is cheap. This film makes Friday the 13th look like a Best Picture nominee. The acting is crap. The special effects are crap. No one dies for like 40 minutes and all the people do is act badly. The only thing that saves it is it's ability to make you laugh at all the stupidity going on. The funniest part is watching the heroine """"fight off"""" the attacker. She supposed to be trained but she fights like a 70 year old. They spend pointless scenes on",0,461,14052
"""...the world may never know. (The film that did take the """"best animated short"""" Oscar that year, """"Anna and Bella"""", is very good, but it's no """"Big Snit"""". Both are available on Expanded Entertainment's """"World's Greatest Animation"""" compilation, in case you'd like to compare.)<br /><br />""""Snit"""" and its director, Richard Condie, have attracted so much attention that there's little for me to add. I'd like to note, however, that the film contains one of my very favorite si",1,462,14076
"Renoir's tale of Paris,the Cancan,a washer-girl and the Moulin Rouge.A more subdued,but highly entertaining version of the opening of the Moulin Rouge. Jean Gabin gives his usual excellent performance.The Technicolor photography on the print I saw was exquisite.An easy evening's viewing. chris w galla",1,463,14081
"""After watching this for 15 minutes I knew how it would end. Its a cliché film with a stupid setup. I'm a big fan of thief films, but this one does not deliver anything new smart or special. It's about an insider heist gone bad because """"hot head-bad guy"""" shots a bum, and of course """"do goody-bad guy"""" goes on a moral trip. The reason why it's stupid and not believable is. When you've already gone so far to kill a bum, why not just kill the one guy that stands between you an",0,464,14098
I just want to say that I was thrilled to find these comments about the show. I have tried online searches for info about the show in the past with no luck. I LOVED the show. I have a hard time getting motivated to exercise but this show made it fun. As another comment mentioned that it wasn't so complicated as the routines nowadays. It was an ideal workout that got the job done! I would give anything to be able to buy a copy of just one workout. I remember many of the moves ,1,465,14135
"""First of all. I do not look down on Americans. I know lots of people that are intelligent people from the USA. But this Movie is so utterly bad, that i just had to comment on it.<br /><br />First of all...Movies are mostly far from the truth. This movie is no exception. Lots of scene's are so incredibly false. For example the departure of the 2 space ships. You see them drop off the full tanks in space. Just a small distance from each other. Remember what caused the space sh",0,467,14210
"""Although it can be VERY tedious at times, this movie is really not all that bad. The acting is fairly well done, if stereotypical, and the production values are pretty high considering some of the Sci-Fi movies that were to come later in the decade.<br /><br />My biggest problem with this film are some of the very outdated characterizations in it. There's the guy from Texas, the """"professional"""" scientist, and worst of all the woman scientist who finally realizes her womanho",0,468,14232
"""I am speechless. Matty Simmons has managed to do something I thought impossible. He has made """"The Harlem Globetrotters on Gilligan's Island"""" look like """"Citizen Kane."""" Painful cannot even begin to describe this piece of... I don't know. Mind you, the premise sounded funny, but now that I've seen it, it's funny in the way that dropping an anvil on your scrotum is funny.<br /><br />I won't bother to describe the premise, as the title says it all, if only to say I don't thin",0,469,14239
"""I first saw this movie in a queer film festival. 10 minutes after the movie ended a gay couple walked up to me and asked me whether I needed help - I was still sitting, crying like a maniac. The movie is cheesy, it's bizarre, it's over the top, it's gay - but it is amazing. I do think that every character is plausible. Everett's character is mean to a woman who only tries to help, he brutally throws his (terrible) friends out, he does have a temper, he can harm a fly, the """"",1,470,14275
I´ve been able to see this great movie at the Fantasyfilmfest in Berlin and when I went out of the cinema I felt like being drugged down *g*! I´ve really seen lots of movies and there are just a few I´d call perfect like Fight Club or Koyaanisqatsi! Subconscious Cruelty is now one of them! Half of the people watching it in Berlin went out of the room and I can understand this absolutely because it can be a real shock for someone living in his/her perfect world day by day drea,1,471,14278
"This movie typifies the early eighties as well as FUN!! I remember watching this movie on HBO when I was little, and it was my favorite movie. Since it was a while ago, no one I had ever met knew what it was. Then, about the time my roommate had said she had seen it too, and that it was her favorite, they started to print it again!! Luckily, I have a copy now!! If anyone ever wants to see the greatest (cheesy) scavenger hunt that was probably the beginning ideas of hazing for",1,473,14339
"Max Cash a charter boat captain who works off the Caribbean island San Sebastian is hired by Sarah, who's looking for legendary boat, El Diablo and its stolen treasure that sunk out in the reef in the 17th century. But something seems to be protecting the whereabouts of the ship, as people who knew anything about it are being killed.<br /><br />I have to agree with those that were under the impression that this was going to be a horror feature. Instead what we ended up with w",0,474,14366
"This movie shocked me. It was so realistic and the story was incredible touching. They talk German and Russian, which makes it more believable and real. This is a must-see movie. The actors are great too. Really a good piece of work. The plot takes place within a German troop in WWII. They have to go to Stalingrad, Sovjet, to fight against the Sovjetian armies. You get more connected with every soldier in this group and follow them through all the perils as they get captured ",1,475,14376
"The theme song often goes through my head after all these years. I was never much of a TV watcher, probably because I was just entering my busy teen years when my family bought our first set in 1948 and it never became part of my life. But from the first episode of Lawman I was hooked, and it is the only TV show I've ever scheduled my week around.<br /><br />Intelligent, believable, well-written and well-acted, and John Russell is still to me the most beautiful man I ever saw",1,476,14381
"""""""Mr. Bug Goes To Town"""" was the last major achievement the Fleischer studios produced. The quality of the Superman series produced at the same time is evident in this extraordinary film.<br /><br />The music and lyrics by Frank Loesser and Hoagy Carmichael (with assistance by Flieshcer veteran Sammy Timberg are quite good, but not as much as the scoring of the picture by Leigh Harline who also scored Snow White for Disney. Harline's """"atmospheric music"""" is superb, and a tr",1,477,14420
"Any film about WWII made during WWII by a British production company has no latter-day peer in my opinion, respectfully. The confluence of so many things near and dear to my heart are in At Dawn We Dive: as a descendant of Admiral Horatio Nelson and student of all aspects of World War Two and particularly naval warfare, I favor depictions of subs and action in the North Atlantic and especially those which include the German side of things. For those unacquainted with target p",1,478,14422
"Created by Dennis Spooner, 'Department S' was a glossy thriller show about an offshoot of Interpol, based in Geneva, created to solve baffling mysteries the police could not handle. If a plane landed at Heathrow with no-one aboard, if a man was found wandering around London in a space-suit, if the passenger of a Rolls Royce suddenly transmogrified into a skeleton, if a train pulling into a tube station turned out to contain dead commuters, you called on 'Department S' to sort",1,479,14450
"Musical bios are all cut of the same cloth. Hopeful struggles, succeeds and finally wins the girl, but this one - a life of Irish tenor, Chauncey Olcott/Jack Chancellor - has more going for it than the usual trappings. It has great charm and great sincerity and is played beautifully by all concerned. Dennis Morgan is fine in the lead as is Arlene Dahl as his love interest. Andrea King's supporting performance as Lillian Russell is far better than Alice Faye's leading bio perf",1,480,14458
"Anatomie isn't very unique in horror genre, in fact it isn't even scary at all. It reminds me of its American cousins, horror slashers. It's just a copy of any other horror slasher and as a German movie it's just too American with nothing to add to it.<br /><br />Actually Anatomie is too predictable and boring, its plot is not intact and consistent. It's got stupid scenes to it which don't even fit into a horror movie genre. Amusing sex scenes with pop music and topless women",0,482,14479
"Unlike the other spaghetti Westerns, this one has characters that almost make sense, and can be identified to some degree. It still has the goofy gunplay of other spaghettis Westerns. A spaghetti, by the way, is another word for a Western with no plot, no characters you can care about, and goofy gunplay that doesn't make a bit of sense for the era, and relying on great music to make audiences feel something. This one is more lighthearted, like the ones that Bud Spencer and Te",0,483,14496
"This is one of my all time favorite movies, it's great to watch in groups, I find. It's also great for any Alan Rickman fan, he does such a wonderful job. It's engrossing, entertaining, very surprising... you have to watch it twice, at least. I haven't watched it with anyone who didn't like it or at least find it worthwhile.",1,484,14551
"""I watched a movie called Dark Talon, dated 1974. The credits to this movie are exactly the same as Dark Star, so I'm going to presume it was an alternate title. Dark Talon was nowhere near as funny as everyone else here states. The acting was lame, the editing slipshod, and overall stupid. At the beginning there's an annoying 1970's trucking song called """"Benson, Arizona"""" that has absolutely nothing to do with the movie. Basically the plot revolves around a small crew of an",0,485,14554
"""This is not """"direct cinéma"""", as a matter of fact it is its opposite. Second installment of filmmaker Gatlif's gypsy trilogy, this French work produced by Michèle Ray-Gavras, is a film masterpiece, not pure documentary, no fiction by any means. Instead, Gatlif has chosen different locations of the route from India to Spain, wherever the Rom people have a strong presence, and with the help of art directors he has staged several musical numbers that tell us how the gypsies li",1,486,14571
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",0,487,14581
"I had no idea who Bruce Haack was before seeing this film. I had just seen the MOOG doc, which was alright, the only problem was Moog led a very content life, and the doc was well... content. Haack's story is filled with all the marketable tragedy people buy into these days, but it carries a great deal of heart with it. Though the film doesn't go into the tragic stuff so much, one can sense that Bruce accepted the price of making music his way. There are so many elements that",1,488,14613
"""Many of the earlier comments are right on the money, but some, well, not so much.<br /><br />This Is hardly a 'B' movie...it's well produced, the live flying sequences are really superb, and the model sequences are first rate. It's no """"cheapie"""".<br /><br />Ricard Barthelmess is quite good in this, and it makes a a nice companion piece for """"Only Angels Have Wings"""".<br /><br />If you want to spot John Wayne, spot J. Carrol Naish first, they end up together.<br /><br />Tom ",1,491,14660
"Wow. I thought, Eskimo Limon was the most awful and embarrassing first-sex movie ever. But I had forgotten that Germany always tries to compete. In this case, the well-known German film producer Bernd Eichinger was successful in producing even worse crap. Harte Jungs is stupid, not believable and predictable, and above all: not funny. It's almost a tragedy that so many kids went to see this in Germany (and, I'm afraid, also Austria).<br /><br />Tobias Schenke, 19, looks too n",0,492,14764
"""I was Stan in the movie """"Dreams Come True"""". Stan was the friend that worked at the factory with the main character and ended getting his arm smashed in the machinery and got carried out screaming (where was the ambulance?) The acting in this movie was for the most part pretty poor with mostly local actors from the Fox Valley, Wisconsin. I saw the movie on the big screen. It played 2 nights in 3 theaters and was something special to see yourself on the big screen. I may be ",0,493,14788
"""To experience Head you really need to understand where the Monkees were when they filmed it.<br /><br />This was as their series was coming to a close and the group was near break up. Their inventive and comedic series (sort of an American Idol of their day) took four unknown actors and formed a manufactured supergroup around them.<br /><br />This is their take on their """"manufactured image"""" and status as the 2nd tier Beatles. They always felt they were in a box, trapped, a",1,494,14822
"To be honest fellow IMDb reviewers, I enjoyed this show a lot. The reason? Well, it didn't try to be more than it is; I mean, a sitcom with regular expectations, with a well known and repeated plot, funny and talented actors, and clever jokes oriented for a post college audience.<br /><br />This is what Grown Ups is all about: trying to be mature but in a funny way.<br /><br />Jaleel White is funny as always and delivers some witty, and hilarious sex oriented jokes. The humor",1,495,14847
"""I'll dispense with the obvious review of factual inaccuracies. They are too numerous to name. A much shorter list would be what they got right. 1. Dude named Noah. 2. Ark with animals on it. <br /><br />If you want a much more accurate portrayal of Noah's Ark and the destruction of Sodom, go rent """"The Bible"""" (1966). It depicts the story of creation through Abraham attempting to sacrifice his son Isaac. It's a much better movie, and it may be that the abomination called """"N",0,496,14849
"""Jude law gives Keanu Reeves a run for his money as the most wooden actor around, Renee Z's character is straight out of the Beverly Hillbillies, and the two leads have about as much chemistry as Darth Vader and Queen Amedala. The """"bad guys"""" are the worst kind of cliche, and there's not a subtle moment in the film. Incredible that some critics actually liked this movie.""",0,497,14854
"One of the commentators on the subject of Lil' Pimp (dbborroughs of Glen Cove), got it right when he/she stated that the movie is really bad but I take exception when he/she commented on the animation.<br /><br />The animation wasn't bad because of Macromedia Flash. It was bad animation because it was directed wrong. Flash is just a tool. In the right hands, an artist can create animation as full and fluid as any Disney film and, in the wrong hands, it can look as bad as the ",0,498,14864
"There are 3 of these movies, all similarly crafted and each extremely amusing. Red plays radio sleuth Wally Benton, aka The Fox who gets wrangled into solving real life crimes along with his fiance played by your typical wartime girl next door looker, Ann Rutherford. Many of the one-liners and gags are dumb and probably were in the 1940s which I anticipated. But, just as many actually made me laugh out loud, which was unexpected to say the least. Red Skelton has a surprisingl",1,499,14890
"This film was adapted from the well known sutra on Journey to the West where a monk with his three students seek out to find a long lost book with regards to the teaching of Buddha.<br /><br />Though this movie is not as solemn as the previous films made according to the legend, it did however, managed to bring in romance and fun-filled humorous scene.<br /><br />This real objective of this movie revolves around more on the monk who were primarily saved from being eaten by de",1,500,14908
"You may not believe this, but when the credits to this movie rolled, I looked for the director's name. When I saw it, I burned it into my memory and I never forgot it. This movie is beyond terrible. It makes Ed Wood's films look like Orsen Welles. At least B movies are entertaining, this was a soul deadening experience. The quality was so bad, I began to wonder who allowed this to happen.<br /><br />I hear Uwe Boll runs fourteen miles a day. This is because wherever his movie",0,501,14917
"Chris Noth plays a maniac who wrote a children's book as a young lad, posing as a doctor who menaces a community in order to push his sister's son into the position as his school's genius. The only man that can stop him is a cop who plays by his own rules, and is forced to go undercover with the help of his mute father who communicates via oujii board. Will Rick Springfield find out whats up? Or will somebody sabotage his recording studio! Does the mentally retarded boy who o",1,502,14936
"""Debbie Vickers (Nell Schofield) and Sue Knight (Jad Capelja) want to become one of the cool girls in their high school. Uncool and ugly girls had two options, be a mole or a prude! Debbie and Sue imitate them by using their cheating practices in an exam. Two of the cool boys, Garry (Goeff Rhoe) and Danny (Tony Hughes) ask them for their answers and they all get busted. After a bawling out from the headmaster (Bud Tingwell) the cool girls meet them outside in the playground a",1,504,14949
"I believe the production value is OK..probably deserves a 4/10 or 5/10.it's traditionally filmed,featuring good looking people with model quality and a little class..<br /><br />but the premise let me annoyed..a decent woman would do such dirt? I mean she is gonna marry a man who would have sex with another woman? <br /><br />and what's more serious she is also active in the behavior...... only in de Laclos's mind....the film also have many aspects that makes Eastern European",0,505,14989
"This is a polarising film. People either love it or despise it, it seems. Me, I despise it. The film comes from the same context as Lindsay Anderson's Oh Lucky Man, but while that is a masterpiece, this is just horrible.<br /><br />Both films take Kafka's unfinished novel - America, for their inspiration and general ideal. America is a surreal story of a youth's travels through the country. Kafka uses the this character as a pure observer, one who does not change over the cou",0,506,14993
"A somewhat typical bit of filmmaking from this era. Obviously, It was first conceived into this world for the stage, but nonetheless a very good film from beginning to end. Peter O'Toole and Susannah York get to do their stage performance act for the silver screen and both do it effectively. There is very little in the way of story and anyone not familiar with this type of off beat character study may be a little put off by it. All in all, though, A good film in which Peter O",1,507,15019
"""I recently bought this movie for three bucks at a garage sale, and while I'm glad I didn't have to pay the usual $19.99 for this DVD, I was pleasantly surprised by how good the film was.<br /><br />It's set up like a horror anthology, broken up into 5 tales, including the 'connector' story which involves four teenagers who's car breaks down a dark, lonely road in the middle of the night. Apparently, these kiddos like horror stories, because that's what they decide to do unti",1,508,15037
"""Simply put, Paul Bettany and Jennifer Connelly were remarkable. The movie is less about the raw science of Darwin's beliefs, and holds the focus very strongly on his relationship with his family, primarily his wife, Emma, and daughter, Annie.<br /><br />Toby Jones gives a wonderful turn as Thomas Huxley, the great defender of Darwin's beliefs, and the rest of the cast is up to the task of sharing screen time with Bettany and Connelly.<br /><br />But it is those two who carry",1,509,15057
"Lisa Grant (Adrienne Barbeau) is a real estate agent who finds herself in jeopardy of getting killed by a deranged maniac who kills people in her profession who he feels make house prices too high. As motives go, this is pretty damn retarded. Lisa's boyfriend happens to be a talk show host whom the killer keeps calling on-air. At first I was positive this was supposed to be a comedy or satire of some kind, but as the endless minutes drone on and on, I realized that it wasn't ",0,511,15157
"There's simply no redeeming quality about this film. OK, some of the costumes are OK, but they're nothing you can't see in, say, the Conan flicks. And what's up with Ator's hair? I can't believe this is part of a series! I will say one thing about this film: it was deemed bad enough for a righteous lampooning by the early cast of MST3K and I suggest to anyone that's curious enough to see how bad this film is to watch that version of the film for moral support if nothing else.",0,512,15163
"""""""Dungeon of Harrow"""" had a lot of things that could've made this quite a good horror film. Creepy mansion, a torture chamber, a paranoid host, a henchman, a ghoul in the dungeon, etc. But sadly to say this wasn't made very well.<br /><br />A writer and a skipper get shipwrecked on an island owned by a count in a castle, his slave, and a mute maid. The count becomes more and more suspicious that the two shipwrecked men are pirates (of all things) and gets more inclined to tu",0,513,15183
"It's not Citizen Kane, but it does deliver. Cleavage, and lots of it.<br /><br />Badly acted and directed, poorly scripted. Who cares? I didn't watch it for the dialog.",1,514,15198
"The Youth In Us is a pitch-perfect gem. I saw this stunning short at this year's 2005 Sundance Festival. The story took me on a profoundly transforming journey. The directing by Joshua Leonard, the acting of Kelli Garner and Lukas Haas, the art direction, the cinematography, the score -- every element was true to the bone. One can only hope that this exquisite and excruciating film is prelude to more great work from this gifted director.<br /><br />Just as a short film is sho",1,515,15257
"Red spectacles<br /><br />I loved Avalon, I think This director has made some awesome demented visions of the future. This film however was boring pretentious crap. The opening scene showed great promise for what the cover art and description promise a surreal live action amimae style future noir. I feel I got that with Avalon.<br /><br />With Red Spectacles I was only driven to feel a uncomfortable to desire to what the hell the point was. The film barely made sense to me an",0,516,15307
"""A friend of mine asked: """"Doesn't one have to be pro-euthanasia in order to like this movie? Is it a mistake of the movie to infer most quadriplegics want to end their lives?"""" Interesting questions.<br /><br />As far as I can see (correct me if I'm wrong), there is only one quadriplegic who wanted to end his life in The Sea Inside. Think Ramón Sampedro addressed this in the movie as well. It is he who wants to die. It is he who is fighting for his right to decide his death.",1,517,15312
"""Clossius says that """"Baltic Storm"""" is banned in Sweden. That is not correct! Instead you can buy the film almost everywhere, like in gas stations, shopping malls, internet (of course) and so on. Often to a very low price because this movie is so BAD and nobody wants to see it, despite all the tricks to keep up the interest. The movie only appeals to conspiracy theorists, psychos and other persons living in la-la-land and those who """"knows the truth"""". <br /><br />Working on",0,518,15362
"""David Suchet is Agatha Christie's mustached detective Hercule Poirot in """"After the Funeral,"""" produced in 2005. Anyone who has heard David Suchet speak with his own British accent knows what a shock it is, because his accent as Poirot is so perfect and organic to the character. Suchet is the Poirot of Agatha Christie's books, and although I confess a love for Peter Ustinov in the role, his portrayal doesn't have that much to do with what Christie wrote.<br /><br />In this e",1,519,15374
"I went into this movie with semi-high expectations after loving the cartoon series in my childhood, and this nearly wrecked that love for me. Jason Lee, David Seville in the film, is horrifying. I understand it can't be easy to act with CGI characters who aren't actually there, but I really found his performance atrocious, along with all the other non-animated characters. The chipmunks were adorable, yet sometimes blatantly obvious at moving the plot of the story along, and t",0,520,15392
"""Thankfully I watched this film alone, enabling me to fast-forward through the worst scenes (aka most of the film, actually). OK, some of it is not all bad, with partially good photography (even some of the under water scenes) and at times not too bad directing. But it still doesn't save the incredibly poor script and way worse acting. Additionally, when I don't find the movies """"hottie"""" to be all that, even the wannabe-sexy love making scenes get dull. Really dull! And for ",0,522,15504
"""About your terrible movie copying Beethoven. As a professional musician it's my duty to watch every movie made about any composer and Beethoven is one of my favorites. When Hungarians and Americans meet, it's a terrible combination of empty over the top emotions combined with the worst taste possible. You proved it in your terrible b-movie. The only thing that carries the movie is the music. Of course you didn't bother to look further than the good but in my taste contrived ",0,524,15532
"Child´s Play made a new genre of horror,THE KILLER DOLLS,Some of this films has not got too much money for make it but I think that the only film that make shadow to Chucky is this.Ok it´s a tipical product direct to video or direct to tv but Pinocchio is not real and the killer is the little girl.The imagination of children are too big and this film play with it.The roles are good and Candance Mckenzie is great.<br /><br />",0,525,15613
"Saw this as part of the DC Reel Affirmations Film Festival. I hope they got better movies than this, because this film failed to deliver on any of the hopes that audience may have entertained, from the fantasy of seeing James Franco without his shirt, down to more simple wishes, such as decent acting, coherent direction, character development, or actual production values. Plagued by film school effects such as freeze frames to show moments of emotional distress, and obvious i",0,527,15631
"""""""Opera"""" is one of the greatest achievements in horror genre. This masterful picture has everything what should be in the pure horror movie:good, captivating story, a lot of symbols, wonderful visuals and plenty of gore. The killings are very shocking and bloody. An unforgettable atmosphere of dread and fear. A must-see for a true Argento fan, so if you get a chance watch it.""",1,528,15704
"No doubt about it. This is the animated short that put Uncle Walt on the map of success. When Walt's older brother,Roy suggested that the next Mickey Mouse short should include sound, Walt jumped at the chance. The result:Steamboat Willie was a runaway hit for 1928. It was, after all, the first animated short subject with a synchronized sound track (mostly music & sound effects,as dialog was minimal). Not to sound like a wet blanket, but the short is far from perfect. Animati",1,529,15707
"""There is something that one of the characters (the aging film director who pretends to be dead) says which may summarize all the film: """"In Italy it's the dead who rule"""". True! This is a country without a future, in the hands of old and jaded men. And Bellocchio's cryptic portrait of the country, pivoted on the apparently senseless story of a director who has to film marriage parties to earn a living, manages to say a lot about what is not working here. But foreigners may m",1,530,15763
"""Christine Lahti (Sandy Dunlap) and Mary Tyler Moore (Holly Davis) worked well with soapish material, Ted Danson did his best with a thankless role of Chip Davis The premise of this that the two ladies' friendship, one a seemingly happily married woman and the other a career woman who is aware of her biological clock ticking. I found the relationship that Ted Danson's character had with the single woman played by Christine Lahti's rather sordid. He behaved in a caddish way, y",1,531,15776
"As a kid I grew up with the chintzy 60's TV series (and no I'm not that old POW!). However when director Tim Burton brought his novel vision to the silver screen, I simply took an immediate shine to it and never backed away from favoring his installments over the much hyped-latest additions ('Batman Begins' and 'The Dark Knight'), which I don't really care for. Even if they're going for a much more grounded approach and wanting to explore Bruce Wayne/Batman psyche further b",1,532,15797
"""Another sadistic and ultra-sleazy late 70's/early 80's revenge movie?? Wes Craven sure launched a popular trend with his """"Last House on the Left"""" Although """"Terror Express"""" is more like a rip-off of other rip-offs, like """"I Spit on your Grave"""" and especially """"Night Train Murders"""". Storywise, this movie has absolutely nothing new to offer so the only thing left to do for director Ferdinando Baldi was to multiply the sleaze-factor by a thousand! This is actually just a s",0,533,15863
"Cam Archer's lyrical Bobbycrush boldly captures the disorienting kaleidoscope that is adolescent desire with a lush rendering (beautifully photographed by Aaron Platt) that is more vibe than narrative. Caught somewhere between documentary and dream, Bobbycrush recalls the inventiveness of early Todd Haynes and the vivid hyperrealism of Gus van Sant. With grit, glamour and heartbreak, it's kinda like the movie equivalent of Sonic Youth playing bubblegum pop.",1,534,15928
"We've all got to start somewhere, it was in films like Escape In The Fog that somebody like Budd Boetticher could learn his trade before turning out good films. In fact the film was dated before it even hit the movie going public on June 25, 1945.<br /><br />The war on Europe was over for almost two months, of course not even Harry Cohn could control the events of history. So I'm wondering why even back then the public didn't question why a Nazi spy ring was helping out the J",0,535,15991
"""For the most part, """"Michael"""" is a disaster  ten minutes of charm and ninety's worth of missteps.<br /><br />Travolta and MacDowell do their best, frequently rising above Nora Ephron's numbingly banal script. But the film moves like a snail. And even within its fantasy context, the characters behave implausibly on a regular basis. (Reporters who routinely let the story of a lifetime  an apparent angel living on Earth  out of their sight?) <br /><br />Someone forgot to te",0,536,15997
"""I just read an extra long review on the front page of this movie on this site and he explained in full detail that this movie is only worth watching on the television show """"Mystery Science Theater 3000!!!!!"""" And yes, I do find that advice really helpful! I mean, a movie that tries to be this good and this exciting just really is not what that movie wants to be!!!!! So yes, do watch this movie as seen on that show and instead of giving this movie a single star out of ten st",0,537,16003
"""I only gave this nine stars instead of ten because i really don't approve of pornography all that much. pornography has a useful purpose in society(can't say i can always think of one)but it probably does.<br /><br />personal viewpoints set aside, i really thought this film was pretty funny. i didn't buy this movie because it was pornography, i bought it because i am one of those 'Alice' obsessives who will watch anything about 'Alice in Wonderland'. i own just about every v",1,538,16036
"""We just saw this movie in Austin Texas at the Alamo South Lamar yesterday afternoon. It had me laughing out loud many times! The scene about Albert Einstein's thoughts on humanity hit me over and over and I couldn't stop laughing. It's too bad it's not in more theaters, I know a lot of friends that are dieing to see this movie! """"Welcome to Costco, I love you."""" ... great work to all involved! Also, if you see it, make sure to stay until the end of the credits as well! I'm g",1,539,16054
"Maybe it is unfair for me to review this movie because I walked out well before the end. That's odd, because I usually like Shakespeare on the screen and I enjoyed Midsummers Night's Dream once, many years ago, when I saw it on the stage.<br /><br /> I think that two things did me in: that squeaky twerp with the Shakespearian name, Calista Flockhart, and Michelle Feiffer sitting in a giant clamshell. Well, I suppose you could say it supposed to be a comedy -- but when the sce",0,540,16101
"""Brief marital infidelity comes back to haunt loving wife Grace Needham (portrayed by the always sexy Nastassja Kinski).<br /><br />She had left town, and her depressing husband, to embark on a trip to sunny Miami, where she was pursued and ultimately seduced by Julian Grant, a handsomely evil and manipulative business executive, who is portrayed very well by William Baldwin (why do all of the Baldwin brothers play evil people so damn well?)<br /><br />The seducing of Grace t",0,541,16104
"""Nice movie and Nicholle Tom does a fantastic job playing the """"guy in the girl's body"""", she really does it well.<br /><br />A sort of teen version of many other movies, but well done.<br /><br />Well casted, from """"Matt"""" to """"Matt2"""".""",0,542,16124
"""This production was quite good. The usual fabulous scenery, interesting, quirky characters. It was just so strange not to have Captain Hastings, Miss Lemon, and Poirot's office/residence, so prominently featured in the original PBS/BBC mysteries.<br /><br />In the original series, so much took place at the office. Hastings reading the paper, while Poirot """"exercises his little gray cells."""" Miss Lemon pitching in whenever needed.<br /><br />Poirot without Capt. Hastings woul",1,543,16152
"""Shot in my former home town by a couple of college kids, this movie centers around some freak named """"luther"""". Luther, recently paroled (revealed to us by an arguing parole board in one of the most laughably scenes of all time), runs amuck at the local Kroger grocery by eating an old woman's neck with his metal teeth.<br /><br />Luther runs to farm where he eats a guy, steals a car, ties up an old woman, and gets chased, and gets killed. Oh, and the chick from the SUPERBOY ",0,544,16160
"I don't understand why so many of the comments here seem to indicate that this is acceptable entertainment. The eye-popping horror of this cinematic monstrosity cannot be overstated. Me and my girlfriend just watched it together, and I'm not sure we'll ever be able to have sex again. I'm not sure what was worse, the scrawny, unattractive cast, their supremely unphotogenic genitals, the rancid attempts at humor, the screeching noises that claimed to be songs...<br /><br />No, ",0,545,16225
"""This SOFT soft-core/sci-fi B-movie is what you'd have if you took an early Fred Olen Ray film and took out the fun. Or conversely, it's like an Uwe Boll 'movie' but without as much ineptitude. A young nubile chain-gang convict (C.C. Costigan) agrees to pose as a space marshal in order to stop wacky Kim Dawson's plans of...having everyone have sex with everyone else apparently (that vile fiend). Anyone who went into this film looking for serious science fiction, well you got ",0,546,16248
"This is probably the best cinematic depiction of life in a Manhattan ad agency: the pressure to perform; client and agency demands; the parties; the creativity; the money; the cool surface with powerful corporate undercurrents. <br /><br />Toss in parenthood for Dustin Hoffman. <br /><br />The movie is textured and deep. It follows his internal relationship as he tries to understand and live with what's going on; his relationship with Meryl Streep (and her friend, who becomes",1,547,16296
"""Somewhere in the dark recesses of my brain cells a song plays in my head. I can't forget it no matter how hard I try. It's MIDNIGHT MADNESS and it's gonna get to you! Wish i could find a copy of this on a 45rpm record. Five disparate teams head out one night in L.A. for a scavenger hunt for clues instead of physical objects. An unkempt game-master with two gorgeous assistants is the mastermind of all this insanity that's about to be unleashed on L.A. All the teams are stereo",1,548,16354
"Large corporations Vs. Conscientious Do good-ers. We seem to witness events (both real life and reel life) of this sort all the time and most of the time greed wins by employing every means (dirty) necessary and the truth gets suppressed. At least in this movie Jack Godell (Jack Lemmon) got his points across and paid for it dearly. We have seen several more movies of this sort being made in the recent years, the most memorable of which was 'The Insider' where Russell Crowe pl",1,549,16394
"""""""Kicked in the Head"""" is all about the Corrigan character, a twenty something man on a quest to find himself, and his involvements with a handful of quirky characters. This thin and ambiguous story, which was written by Corrigan, has a make-it-up-as-you-go feel and a screenplay which smells like an uninspired low budget indie. In spite of that and some annoying Hindenburg scene interjections, the film has an off beat, quirky kind of charm which may appeal, in some small way",0,551,16517
If there's anything worse than this movie I don't want to see it. I remember so many amazing things--a nun dropped out of a coffin to make a raft for a little blond boy; the little blond boy himself adored as a god; lots of stock footage of Peru as an ideal vacation spot. Shining Path and Alberto Fujimori should blast away any notion that Peru is a vacation paradise. The whole thing is so awful that Plan 9 or even Robot Monster is an aesthetic treat by comparison. This film s,0,552,16522
This movie is one of my all-time favorites. I think that Sean Penn did a great job acting. It is one of the few true stories that made it to film that I really like. It is in my top 10 films of all-time. I watch it over and over and never get tired of it. Great movie!,1,553,16524
"Like a lot of films from the early sounds days, Cimarron must be viewed more for historical interest than as compelling entertainment. The hammy acting of lead Richard Dix, nominated for best actor, can be excused as a relic of the silent-film school of acting. However, even giving benefits of the doubt, Cimarron is a badly shaped piece of drama -- a bloated film that moves from unrelated sequence to unrelated sequence with little dramatic impact. Offically, the film is two h",0,554,16548
"I'm a huge Zack Allan fan and was disappointed that he only got one scene in the movie. This was also my favourite scene where he confiscates a character's weapons and directs her to Down Below. Unfortunately unlike Thirdspace & River of Souls, most of the action took place off station. I didn't care much for Garibaldi after the first three seasons and think Sheridan is okay but no Sinclair. I like Lochley but she only had limited screen time. If you like Crusade or space bat",0,555,16573
